label,line,borough,_page,Month,Year,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939
20th Avenue,,Brooklyn,9,,,2416344.0,2411483.0,2481634.0,2301534.0,3177442.0,3535732.0,3600036.0,3618136.0,3447030.0,3403012.0
Bay Parkway,,Brooklyn,9,,,3657646.0,3479301.0,3362616.0,3287634.0,3431846.0,,,,,
25th Avenue,,Brooklyn,9,,,1044895.0,1117367.0,1057963.0,1094373.0,1124094.0,1167760.0,1193077.0,,1144147.0,1132676.0
Bay 50th Street,,Brooklyn,9,,,534153.0,494904.0,572504.0,475490.0,492138.0,,,,,
CULVER LINE,,Brooklyn,9,,,13165841.0,13297124.0,13804064.0,13966786.0,18341784.0,11168438.0,11135749.0,10776806.0,9355865.0,8164916.0
McDonald Avenue,,Brooklyn,9,,,587103.0,695895.0,683854.0,547746.0,492158.0,441104.0,454969.0,438475.0,406055.0,396590.0
Ditmas Avenue,,Brooklyn,9,,,1490181.0,1507741.0,1527474.0,1442376.0,1520986.0,1457695.0,1407559.0,1299716.0,1245421.0,1200441.0
13th Avenue,,Brooklyn,9,,,2141965.0,2154291.0,2146766.0,2078412.0,1846080.0,1595218.0,1525881.0,1362017.0,1185739.0,1152449.0
18th Avenue,,Brooklyn,9,,,1864919.0,1845855.0,1806961.0,1772177.0,1776265.0,1624122.0,1631718.0,1551955.0,1452602.0,1459825.0
20th Avenue,,Brooklyn,9,,,1100110.0,1113916.0,1071646.0,1048668.0,1024696.0,1011965.0,954588.0,858440.0,862415.0,823388.0
Avenue F,,Brooklyn,9,,,309231.0,308157.0,311436.0,300989.0,193826.0,183780.0,172432.0,164312.0,146264.0,129788.0
Avenue N,,Brooklyn,9,,,1254617.0,1278861.0,1366225.0,1310388.0,1327257.0,1245044.0,1284917.0,1170196.0,1079065.0,1040910.0
Avenue P,,Brooklyn,9,,,476330.0,490988.0,451006.0,481025.0,479990.0,1246191.0,1130070.0,957083.0,797908.0,684985.0
Kings Highway,,Brooklyn,9,,,855876.0,865326.0,981841.0,961037.0,990783.0,943260.0,931473.0,882506.0,816096.0,825323.0
Avenue U,,Brooklyn,9,,,658826.0,690845.0,636920.0,618912.0,617581.0,544076.0,563049.0,820564.0,475868.0,842900.0
Avenue X,,Brooklyn,9,,,574330.0,621304.0,484676.0,490706.0,490375.0,,,,409864.0,
Van Sicklen Avenue,,Brooklyn,9,,,256054.0,279578.0,308183.0,288803.0,271324.0,242326.0,285797.0,339906.0,203412.0,203468.0
14TH STREET-EASTERN LINE,,Brooklyn,9,,,44838714.0,49180028.0,41809783.0,38777837.0,39527482.0,39827338.0,40851825.0,40863538.0,38952031.0,
1st Avenue,,Brooklyn,9,,,,,,,,,3408210.0,4260769.0,4852031.0,4866194.0
6th Avenue,,Brooklyn,9,,,,,,,,,,2927267.0,2539873.0,2373761.0
2d Avenue,,Brooklyn,9,,,5642389.0,5294138.0,3739314.0,3177039.0,3047743.0,3039388.0,3102785.0,,,
1st Avenue,,Brooklyn,9,,,2908795.0,3332242.0,3329423.0,3188698.0,3215641.0,,4647831.0,4820978.0,4051128.0,3759484.0
1st Street,,Brooklyn,9,,,3524140.0,4076464.0,4188450.0,3951616.0,3926680.0,4062853.0,,,,
Bedford Avenue,,Brooklyn,9,,,5365198.0,6165802.0,4910205.0,4616407.0,4293958.0,4205420.0,4310544.0,4825501.0,3844068.0,3749627.0
Lorimer Street,,Brooklyn,9,,,3561272.0,3860903.0,2865667.0,2629483.0,3026758.0,,1980421.0,1909101.0,1763494.0,1716213.0
Graham Avenue,,Brooklyn,9,,,2989068.0,3010449.0,2695580.0,2482624.0,3186729.0,3199422.0,,,,
Grand Street,,Brooklyn,9,,,3326617.0,3110121.0,1849784.0,1680687.0,1269536.0,1860928.0,1899264.0,1944058.0,1891564.0,1900784.0
Montrose Avenue,,Brooklyn,9,,,3070428.0,2718046.0,2454908.0,2329016.0,2246437.0,,,,,
Morgan Avenue,,Brooklyn,9,,,1699084.0,1915885.0,1923619.0,1801845.0,1535882.0,1852711.0,3048734.0,3149486.0,3043712.0,3108042.0
Jefferson Street,,Brooklyn,9,,,1810080.0,2013502.0,1999956.0,1650610.0,1513646.0,1777010.0,1842603.0,1844656.0,1712953.0,1751699.0
De Kalb Avenue,,Brooklyn,9,,,2090413.0,2155519.0,2030440.0,1929219.0,1895110.0,1963624.0,,,,
Myrtle Avenue,,Brooklyn,9,,,4802615.0,4886787.0,4685065.0,4150996.0,4114735.0,4139624.0,4265878.0,4260856.0,4114787.0,4107850.0
Halsey Street,,Brooklyn,9,,,1815655.0,1863321.0,1774070.0,1631251.0,1651825.0,1667429.0,1748210.0,1723769.0,1704836.0,1679809.0
Wilson Avenue,,Brooklyn,9,,,1186735.0,1367344.0,1315246.0,1184900.0,1228484.0,1259649.0,1387638.0,1462043.0,1423448.0,1406668.0
Bushwick Avenue-Aberdeen Street,,Brooklyn,9,,,503763.0,524881.0,507659.0,479207.0,478224.0,472519.0,503872.0,488100.0,401655.0,384269.0
Broadway Junction,,Brooklyn,9,,,835525.0,806117.0,776657.0,861021.0,942392.0,929464.0,525416.0,821023.0,492090.0,190924.0
1st Avenue (Hoebe Avenue),,Brooklyn,9,,,471465.0,402497.0,560185.0,395894.0,392809.0,279367.0,,394373.0,370965.0,360840.0
36th Avenue (Washington Avenue),,Brooklyn,9,,,947123.0,975694.0,899840.0,836478.0,796819.0,704647.0,760062.0,763843.0,760074.0,752630.0
39th Avenue,,Brooklyn,9,,,1216845.0,1246196.0,1200066.0,1120958.0,1137488.0,1120148.0,1099580.0,1073943.0,1022738.0,950040.0
30th Avenue (Grand Avenue),,Brooklyn,9,,,1795460.0,1815164.0,1695796.0,1617267.0,1563675.0,1548483.0,1566409.0,1838396.0,1466565.0,1431522.0
25th Avenue (Astoria Avenue),,Brooklyn,9,,,1556517.0,1246313.0,1256827.0,1184999.0,1053985.0,968812.0,958718.0,947558.0,920321.0,876441.0
Ditmars Boulevard,,Brooklyn,9,,,2609558.0,2601158.0,2566050.0,2396460.0,2303460.0,2330800.0,2519600.0,2488320.0,2417020.0,2285160.0
FLUSHING LINE,,Queens,9,,,14470747.0,16126118.0,16070776.0,14643868.0,14449368.0,16815810.0,,14065437.0,13740281.0,13376881.0
53d Street (Rawson Street),,Queens,9,,,763711.0,660227.0,689524.0,637946.0,644760.0,573024.0,614792.0,691003.0,622600.0,
46th Street (Bliss Street),,Queens,9,,,1688162.0,1787004.0,1816850.0,1758733.0,1684108.0,1672760.0,1717420.0,1630681.0,1624949.0,1510171.0
52d Street (Lincoln Avenue),,Queens,9,,,599434.0,617881.0,644967.0,607819.0,608101.0,601550.0,,,,
61st Street (Woodside),,Queens,9,,,3124909.0,3174429.0,2881448.0,2744960.0,2753610.0,2899420.0,3248820.0,3393409.0,3063285.0,3025850.0
69th Street (Fisk Avenue),,Queens,9,,,614659.0,626519.0,561653.0,631370.0,630970.0,291168.0,359819.0,376776.0,378570.0,
"74th Street, Broadway",,Queens,9,,,3884453.0,3967817.0,,,,,,,,
82nd Street (Jackson Heights),,Queens,9,,,1340550.0,1344520.0,1347160.0,1304631.0,1221693.0,1167819.0,1197029.0,1141850.0,1049842.0,1003685.0
"90th Street, Elmhurst Avenue",,Queens,9,,,963768.0,1031836.0,1065272.0,1067114.0,1096807.0,1028915.0,1045837.0,981773.0,875075.0,
Junction Boulevard,,Queens,9,,,1509272.0,1583441.0,1464498.0,1263240.0,1236855.0,1293697.0,1363712.0,1364780.0,1348746.0,1231321.0
103th Street (Alburtis Avenue),,Queens,9,,,1390268.0,1494478.0,1398924.0,1348340.0,1373460.0,,400573.0,638705.0,793458.0,
111th Street,,Queens,9,,,370590.0,379415.0,374048.0,360708.0,305333.0,400212.0,,,,
"Main Street, Flushing",,Queens,9,,,2420577.0,2632463.0,2821392.0,2985347.0,3212335.0,3314046.0,3763181.0,3617496.0,3207256.0,3393700.0
Total,,Queens,9,,,437120450.0,424258369.0,399448069.0,372861447.0,370851984.0,365195696.0,370935854.0,361201725.0,340397825.0,337690028.0
Conductor Collections-Culver Line,,Queens,9,,,,,,,217623.0,948919.0,939289.0,812147.0,617258.0,907308.0
BRIGHTON BEACH LINE,,,10,,,85029278.0,84176156.0,88641687.0,85175860.0,81979928.0,81689681.0,85465981.0,88819774.0,88918411.0,88047867.0
Dean Street,,Brooklyn,10,,,414882.0,485824.0,486040.0,506991.0,517041.0,412815.0,1440153.0,1620298.0,1328151.0,1307098.0
Park Place,,Brooklyn,10,,,831482.0,818045.0,795103.0,808991.0,1286076.0,1377952.0,5334898.0,8273604.0,3149428.0,3224684.0
Botanic Garden (Eastern Parkway),,Brooklyn,10,,,972092.0,1210616.0,1261944.0,1302049.0,1286499.0,3284684.0,5334898.0,8273604.0,3149428.0,3224684.0
Prospect Park,,Brooklyn,10,,,4068418.0,4031394.0,3684212.0,4289296.0,1922326.0,1981244.0,3058629.0,4499084.0,2050018.0,2050527.0
Parkside Avenue,,Brooklyn,10,,,1434538.0,1360949.0,1624003.0,1865675.0,1955675.0,1025162.0,1064776.0,1007862.0,978543.0,968188.0
Church Avenue,,Brooklyn,10,,,6197500.0,6214243.0,6087017.0,6551379.0,1044768.0,1025162.0,1041778.0,1007862.0,978543.0,968188.0
Beverly Road,,Brooklyn,10,,,1223841.0,1188596.0,1250080.0,1351034.0,1635023.0,1639267.0,1698432.0,1749038.0,1815698.0,1853025.0
Cortelyou Road,,Brooklyn,10,,,1444203.0,1779427.0,1662805.0,1629806.0,,1450255.0,1589302.0,3460947.0,3419119.0,3436971.0
Newkirk Avenue,,Brooklyn,10,,,3379369.0,3332955.0,3088102.0,3064668.0,1178432.0,1160910.0,1195750.0,1187209.0,1433015.0,1600616.0
Avenue H,,Brooklyn,10,,,1905941.0,1955130.0,1930130.0,2150239.0,1901597.0,1842825.0,1838043.0,2069544.0,2315209.0,2460616.0
Avenue I,,Brooklyn,10,,,2860188.0,3722473.0,3492002.0,4431175.0,2006795.0,2038886.0,3095482.0,8081966.0,3058409.0,2026641.0
Avenue J,,Brooklyn,10,,,2969270.0,5068872.0,2975814.0,2101448.0,7201251.0,7129891.0,7440654.0,8058250.0,8231462.0,4341647.0
Avenue M,,Brooklyn,10,,,7307642.0,7172984.0,6891146.0,7185618.0,4882796.0,4800318.0,4838870.0,5034178.0,5386642.0,4000843.0
Kings Highway,,Brooklyn,10,,,4747023.0,4474845.0,4837331.0,6250825.0,3901673.0,2696771.0,2260101.0,1285593.0,1348803.0,1419468.0
Avenue U,,Brooklyn,10,,,1251940.0,1313335.0,1291509.0,1301020.0,3886130.0,3951454.0,4072253.0,5047177.0,8853410.0,6541771.0
Neck Road,,Brooklyn,10,,,5085879.0,4765294.0,4518520.0,5051928.0,6231073.0,8903863.0,5038861.0,9754882.0,,
Sheepshead Bay,,Brooklyn,10,,,5002811.0,6615002.0,8822882.0,6208063.0,3171302.0,2706858.0,2105743.0,3068767.0,5012434.0,1855860.0
Brighton Beach,,Brooklyn,10,,,1692263.0,2179429.0,2098040.0,2317170.0,6783103.0,8779547.0,8370783.0,8016781.0,,
Ocean Parkway,,Brooklyn,10,,,5694323.0,5156143.0,10824086.0,8717611.0,1957017.0,1033794.0,1044768.0,985975.0,1077443.0,1010190.0
FTH AVENUE - BAY RIDGE,,Brooklyn,10,,,14690838.0,,,,,,,,,
9th Street,,Brooklyn,10,,,1910838.0,1931761.0,1748850.0,1476518.0,1103076.0,1033794.0,1044768.0,985975.0,828597.0,764386.0
Atlantic Avenue,,Brooklyn,10,,,1906787.0,1873846.0,1525930.0,1318303.0,823874.0,291021.0,291410.0,267335.0,494911.0,469870.0
St. Marks Avenue,,Brooklyn,10,,,492736.0,480660.0,382797.0,373201.0,587620.0,565073.0,563348.0,507735.0,442190.0,431107.0
Union Street,,Brooklyn,10,,,883224.0,838965.0,753097.0,655776.0,490396.0,595932.0,558315.0,509708.0,442190.0,431107.0
2d Street,,Brooklyn,10,,,654697.0,833696.0,,,939959.0,688433.0,840042.0,760131.0,448530.0,403219.0
9th Street,,Brooklyn,10,,,1501528.0,1420382.0,1369763.0,1115412.0,661918.0,659761.0,472844.0,454122.0,417806.0,415188.0
16th Street,,Brooklyn,10,,,1002617.0,985780.0,879806.0,794622.0,441241.0,455134.0,,,179067.0,179800.0
20th Street,,Brooklyn,10,,,726801.0,701628.0,640589.0,566741.0,181919.0,175706.0,157119.0,,383670.0,358033.0
25th Street,,Brooklyn,10,,,905896.0,805948.0,640760.0,616423.0,433480.0,411877.0,461630.0,483683.0,,
36th Street,,Brooklyn,10,,,672427.0,636187.0,618610.0,480678.0,,,,,,
40th Street,,Brooklyn,10,,,878976.0,829402.0,737207.0,397201.0,196818.0,,,,,
45th Street,,Brooklyn,10,,,472574.0,465402.0,351697.0,,239105.0,,,,,
53d Street,,Brooklyn,10,,,414791.0,380235.0,325900.0,308279.0,163196.0,,,,,
58th Street,,Brooklyn,10,,,380595.0,361428.0,311260.0,264003.0,265809.0,,,,,
65th Street,,Brooklyn,10,,,507629.0,335420.0,305141.0,,,,,,,
Total,,Brooklyn,10,,,88566857.0,85831834.0,84307892.0,85118276.0,85197976.0,83864819.0,85889475.0,88456428.0,81339376.0,81825783.0
SEA BEACH LINE - 8th Avenue (also 7th Avenue),,Brooklyn,10,,,3012635.0,2873846.0,2806046.0,3475911.0,3538225.0,2516897.0,2533420.0,2560845.0,2363649.0,2283972.0
Ft. Hamilton Avenue (also 15th Avenue),,Brooklyn,10,,,1869144.0,1854846.0,1637259.0,,2059098.0,,2620244.0,1307420.0,1250995.0,1251622.0
New Utrecht Ave. (also 16th Ave.),,Brooklyn,10,,,1305242.0,1290294.0,1296473.0,1211810.0,,3656237.0,3641334.0,3004668.0,3431000.0,2016079.0
18th Avenue (also 17th Avenue),,Brooklyn,10,,,3925080.0,3187943.0,3137032.0,2766502.0,2156481.0,2170867.0,4254094.0,4148467.0,4021033.0,3962251.0
20th Avenue,,Brooklyn,10,,,2478728.0,3448360.0,3276040.0,2102115.0,3084869.0,3071717.0,3102082.0,3038044.0,2949447.0,
22d Avenue (also Avenue O),,Brooklyn,10,,,4330876.0,4352389.0,4275015.0,3027622.0,3050477.0,3071717.0,3102082.0,3038044.0,2949447.0,
Kings Highway (also Avenue R),,Brooklyn,10,,,3314491.0,3337884.0,3194025.0,3037622.0,2267176.0,2260657.0,,,,
Avenue U (also Avenue T),,Brooklyn,10,,,755270.0,2579784.0,2409154.0,2264147.0,846379.0,601482.0,746391.0,796578.0,762373.0,751872.0
Total,,Brooklyn,10,,,,760483.0,695142.0,,,,,,,
NET ISLAND TERMINALS - Stillwell Avenue (West End),,Brooklyn,10,,,17058828.0,17226843.0,15969082.0,15939697.0,14507063.0,14880628.0,18669896.0,19922933.0,,
Norton's Point,,Brooklyn,10,,,13557867.0,13273016.0,11883096.0,12491734.0,11360620.0,10941367.0,11997353.0,,2417952.0,2428922.0
West 8th Street (Culver),,Brooklyn,10,,,2559977.0,2495132.0,2397024.0,,1686617.0,1597353.0,1115267.0,2430071.0,,1035809.0
Total,,Brooklyn,10,,,276224672.0,269895787.0,253455925.0,239285323.0,233663334.0,229888952.0,233700556.0,223374621.0,205401158.0,201001024.0
Conductors' collections and miscellaneous adjustments,,Brooklyn,10,,,1088614.0,1074805.0,920416.0,848897.0,3201264.0,2197494.0,3330431.0,5100078.0,3605443.0,3451395.0
"Total, Company-Owned Lines",,Brooklyn,10,,,277313186.0,270970592.0,254376341.0,240134220.0,235864598.0,232086446.0,237030987.0,228474599.0,209006601.0,204453219.0
"Total, New York Rapid Transit Corporation",,Brooklyn,10,,,714433616.0,605228660.0,653624410.0,612905667.0,606434205.0,598231061.0,608904180.0,890488471.0,550221684.0,543050814.0
,"Broadway Line, Manhattan",,10,,,199805105.0,193228167.0,176628862.0,164129140.0,163168064.0,161462785.0,162957607.0,159487955.0,151839051.0,150181084.0
,"Canal Street, Broadway, Manhattan",,10,,,5038541.0,4938466.0,4814558.0,4628497.0,4320678.0,4161638.0,4632758.0,4637758.0,4271231.0,4283023.0
,Centre Street Loop,,10,,,34323914.0,31160376.0,28148063.0,25044348.0,9678721.0,9419067.0,9863522.0,9651393.0,8354510.0,7502958.0
,Nassau Street Line,,10,,,,492091.0,8469563.0,8828580.0,8010360.0,,,,789750.0,
,Montague Street Tunnel Connection (a),,10,,,10212047.0,9809280.0,9580005.0,9205861.0,4354990.0,4265221.0,4310969.0,4166157.0,3968936.0,3854616.0
,Flatbush Ave. Conn. (Brighton Beach Line)(b),,10,,,6111043.0,6103871.0,5809871.0,5741443.0,3623143.0,2850565.0,34369351.0,33678912.0,,
,Fourth Avenue (Brooklyn) Line,,10,,,41653726.0,64083006.0,59591179.0,64222500.0,51886258.0,49298066.0,40852918.0,40070372.0,36959342.0,35726483.0
,Fourteenth Street - Eastern Line,,10,,,44238714.0,43420098.0,41609783.0,33714043.0,27638665.0,27702180.0,27973891.0,27743470.0,26679926.0,26718089.0
,New Utrecht Avenue Branch,,10,,,62505343.0,62459339.0,59386437.0,56223393.0,,,,,,
,Culver Line,,10,,,13163841.0,13287124.0,13504064.0,12955786.0,12941784.0,11165438.0,11153749.0,11002870.0,2678007.0,3778837.0
,Queens Plaza,,10,,,4228581.0,2807619.0,2576885.0,1918025.0,1808707.0,7003879.0,6801246.0,7026278.0,6841861.0,6413538.0
,Astoria Branch,,10,,,6240810.0,6240810.0,,,,,,,13740921.0,
,Flushing Line,,10,,,14670747.0,15192118.0,16070775.0,14643262.0,14442368.0,14840332.0,15213810.0,14683437.0,,
,Total,,10,,,437120430.0,434258368.0,399448069.0,372861447.0,370369507.0,365195695.0,370833854.0,361201725.0,340227825.0,337600209.0
,Conductors' Collections - Culver Line,,10,,,,,,,817023.0,948919.0,939289.0,813147.0,817255.0,907390.0
,"Total, City-owned Lines",,10,,,437120430.0,434258368.0,399448069.0,372861447.0,370569507.0,366144515.0,371873143.0,362013872.0,341816083.0,338507595.0
,Brooklyn Bridge Stations,,10,,,12809180.0,11635021.0,9024255.0,7535126.0,7050860.0,6778593.0,6865263.0,6746127.0,4723644.0,4386030.0
,Fulton Street Line,,10,,,49027945.0,47817963.0,44529179.0,40512120.0,30549084.0,39004130.0,6370788.0,6016781.0,5223447.0,4907617.0
,Fifth Avenue - Bay Ridge Line,,10,,,12035323.0,10650483.0,49222010.0,66849792.0,46594961.0,40085838.0,47060125.0,44074023.0,37820195.0,13603888.0
,Lexington Avenue Line (Jamaica),,10,,,50019487.0,50419763.0,,,10657474.0,,,,,
,Myrtle Avenue Line,,10,,,20980017.0,20001631.0,18725392.0,16905808.0,,,17233895.0,16510789.0,14924882.0,14357662.0
,Broadway (Brooklyn Stations),,10,,,20761907.0,19538193.0,10785905.0,9942896.0,9726683.0,9382962.0,9609002.0,9297498.0,8186444.0,8364587.0
,Canarsie Line,,10,,,8863018.0,14888073.0,,,,,,,,
,Sea Beach Line,,10,,,63092273.0,54178135.0,62541627.0,32175886.0,33497076.0,23364510.0,23338475.0,22327028.0,22839372.0,21885733.0
,Brighton Beach Line,,10,,,25655387.0,25688470.0,37819299.0,47831382.0,23497076.0,,23338475.0,22327028.0,22839372.0,12785903.0
,Coney Island Terminals,,10,,,13750433.0,17512699.0,15514779.0,15939697.0,14507063.0,13680893.0,13669695.0,18992933.0,12987061.0,
,Total,,10,,,276234672.0,269895787.0,253455925.0,239285323.0,233663334.0,229888952.0,233700556.0,223374621.0,205401158.0,201001024.0
,Conductors' Collections: Myrtle Avenue Line,,10,,,110512.0,147421.0,120443.0,194017.0,194678.0,125405.0,120705.0,95170.0,112150.0,1146183.0
,Conductors' Collections: Fulton Street Line,,10,,,,,,,114073.0,1638020.0,1635020.0,1695400.0,1218813.0,
,Conductors' Collections: Fifth Avenue - Bay Ridge,,10,,,146339.0,138758.0,153605.0,180465.0,129368.0,146820.0,195746.0,174385.0,,131556.0
,Conductors' Collections: Canarsie Line,,10,,,370554.0,197053.0,171480.0,180331.0,130938.0,120994.0,140362.0,,135114.0,
,Total Conductors' Collections,,10,,,687632.0,615161.0,875582.0,700139.0,1902955.0,1234255.0,1985163.0,1378927.0,1565119.0,934885.0
,Miscellaneous Adjustments,,10,,,400982.0,459824.0,844834.0,148758.0,202509.0,363239.0,860239.0,62031035.0,,
,"Total, Conductors' Collections and Miscellaneous Adjustments",,10,,,1088614.0,1074805.0,920416.0,848897.0,3201264.0,2197494.0,3330431.0,8100078.0,3605443.0,3451395.0
,"Total, Company-owned Lines",,10,,,277313186.0,270970592.0,254376341.0,240134220.0,235864598.0,232086446.0,237030987.0,228474599.0,209006601.0,204453219.0
,"Grand Total, New York Rapid Transit Corporation",,10,,,714433616.0,605228660.0,653624410.0,612905667.0,606434205.0,598231061.0,608904180.0,890488471.0,550221684.0,543050814.0
,,,10,,,263244822.0,252794967.0,,327768615.0,321008920.0,316086079.0,321794830.0,312366562.0,293718485.0,173262.0
,,,10,,,,,349824554.0,,,,,,,85245300.0
,,,10,,,68473858.0,65245419.0,67234957.0,64660804.0,63621202.0,62418687.0,4269720.0,6912245.0,6422701.0,3458601.0
,,,10,,,1088614.0,1074805.0,920416.0,848897.0,,3146418.0,,,,
"207th Street (from Sept. 10, 1932)",,Manhattan,11,,,,,,1608428.0,2882434.0,2568681.0,2604081.0,2091835.0,2276935.0,2897598.0
"Dyckman Street (from Sept. 10, 1932)",,Manhattan,11,,,,,,1641356.0,3126505.0,3005986.0,2882285.0,2844089.0,2732026.0,3153789.0
"Overlook Terrace (from Sept. 10, 1932)",,Manhattan,11,,,,,,493332.0,797876.0,959683.0,1085569.0,1206947.0,1836482.0,1493267.0
"181st Street (from Sept. 10, 1932)",,Manhattan,11,,,,,,3807453.0,3295008.0,3562453.0,3769951.0,4028983.0,4854124.0,4584774.0
"175th Street (from Sept. 10, 1932)",,Manhattan,11,,,,,,3023467.0,4147788.0,4281898.0,3902096.0,3999071.0,3765905.0,4719406.0
"168th Street (from Sept. 10, 1932)",,Manhattan,11,,,,,,2629102.0,3341192.0,3651884.0,3814024.0,3942871.0,4018009.0,4061383.0
"163rd Street (from Sept. 10, 1932)",,Manhattan,11,,,,,,1369183.0,2645407.0,3991483.0,3197789.0,3384026.0,3602608.0,2625607.0
"155th Street (from Sept. 10, 1932)",,Manhattan,11,,,,,,2025484.0,3128114.0,3419994.0,3433291.0,2513280.0,2902796.0,3053780.0
"145th Street (from Sept. 10, 1932)",,Manhattan,11,,,,,,2656097.0,4469848.0,5100641.0,5640255.0,6003764.0,6876601.0,6669922.0
"135th Street (from Sept. 10, 1932)",,Manhattan,11,,,,,,1124753.0,1968680.0,2906502.0,2552866.0,2918610.0,3080253.0,2594776.0
"125th Street (from Sept. 10, 1932)",,Manhattan,11,,,,,,2022091.0,3631490.0,4110291.0,4355078.0,4607955.0,4946025.0,4777457.0
"116th Street (from Sept. 10, 1932)",,Manhattan,11,,,,,,1384890.0,2135924.0,2358464.0,2500208.0,2835649.0,3045059.0,2341900.0
"110th Street (from Sept. 10, 1932)",,Manhattan,11,,,,,,1142540.0,1897190.0,2183937.0,2809011.0,2407440.0,3097298.0,2697090.0
"103rd Street (from Sept. 10, 1932)",,Manhattan,11,,,,,,688551.0,1090005.0,1169005.0,1148057.0,1383948.0,1437052.0,1226659.0
"96th Street (from Sept. 10, 1932)",,Manhattan,11,,,,,,1220299.0,1928484.0,2290144.0,2463051.0,2674637.0,2817948.0,3065078.0
"86th Street (from Sept. 10, 1932)",,Manhattan,11,,,,,,1508235.0,3463527.0,3849478.0,3479433.0,3976836.0,4192846.0,3907485.0
"81st Street (from Sept. 10, 1932)",,Manhattan,11,,,,,,969056.0,1704928.0,2053602.0,3185017.0,3849038.0,3510768.0,2690842.0
"72nd Street (from Sept. 10, 1932)",,Manhattan,11,,,,,,999910.0,1799762.0,2053202.0,2217563.0,2395292.0,3565285.0,2729886.0
"59th Street (from Sept. 10, 1932)",,Manhattan,11,,,,,,3272297.0,6166851.0,7054441.0,7432636.0,7824039.0,8443789.0,9443800.0
"50th Street (from Sept. 10, 1932)",,Manhattan,11,,,,,,2005294.0,3854155.0,4469909.0,7198664.0,8386657.0,9321146.0,10105688.0
"42nd Street (from Sept. 10, 1932)",,Manhattan,11,,,,,,5885109.0,12741199.0,15513975.0,17897714.0,20690818.0,23663924.0,25283060.0
"34th Street (from Sept. 10, 1932)",,Manhattan,11,,,,,,5167390.0,12671360.0,15855942.0,16141841.0,21785543.0,24679685.0,24492183.0
"23rd Street (from Sept. 10, 1932)",,Manhattan,11,,,,,,1918256.0,4083791.0,5175042.0,5858749.0,6888181.0,7899310.0,8721977.0
"14th Street (from Sept. 10, 1932)",,Manhattan,11,,,,,,3765929.0,6234258.0,7664919.0,8655768.0,9092848.0,9847660.0,10532781.0
"4th Street (from Sept. 10, 1932)",,Manhattan,11,,,,,,1476022.0,3235845.0,4098171.0,4718351.0,5283985.0,5988126.0,7740362.0
"Spring Street (from Sept. 10, 1932)",,Manhattan,11,,,,,,703211.0,2370705.0,1618155.0,1718638.0,1628497.0,1706364.0,1711320.0
"Canal Street (from Sept. 10, 1932)",,Manhattan,11,,,,,,1190801.0,2790498.0,2231695.0,2595902.0,2936786.0,1875907.0,4638914.0
"Chambers Street (from Sept. 10, 1932)",,Manhattan,11,,,,,,6091201.0,8144808.0,8038207.0,8584856.0,6902862.0,10247520.0,10928800.0
"Cortlandt-Nassau Street (from February 1, 1933)",,Manhattan,11,,,,,,873417.0,2711093.0,8590706.0,6538667.0,8063245.0,9464539.0,9781045.0
"High Street (from February 24, 1933)",,Brooklyn,11,,,,,,3927.0,897331.0,1363376.0,1604711.0,1649298.0,1700390.0,1754878.0
"Jay Street-Borough Hall (from February 1, 1933)",,Brooklyn,11,,,,,,733742.0,3662046.0,4745441.0,5891093.0,4883898.0,6931069.0,4882469.0
"Court Street (from February 1, 1933)",,Brooklyn,11,,,,,,,,,19895.0,79725.0,112809.0,111510.0
"Hoyt-Schermerhorn Streets (from April 9, 1936)",,Brooklyn,11,,,,,,,,,163175.0,837530.0,1653679.0,2181312.0
"Lafayette Avenue (from April 9, 1936)",,Brooklyn,11,,,,,,,,,183641.0,1059036.0,1298844.0,2402329.0
"Clinton-Washington Avenues (from April 9, 1936)",,Brooklyn,11,,,,,,,,,178956.0,990510.0,1045006.0,1142327.0
"Franklin Avenue (from April 9, 1936)",,Brooklyn,11,,,,,,,,,348871.0,1441055.0,1672346.0,1744658.0
"Nostrand Avenue (from April 9, 1936)",,Brooklyn,11,,,,,,,,,217244.0,1109973.0,2356065.0,2499203.0
"Kingston-Throop Avenues (from April 9, 1936)",,Brooklyn,11,,,,,,,,,274990.0,1894895.0,2095790.0,2277946.0
"Utica Avenue (from April 9, 1936)",,Brooklyn,11,,,,,,,,,264203.0,1697869.0,2096234.0,2339161.0
"Ralph Avenue (from April 9, 1936)",,Brooklyn,11,,,,,,,,,302904.0,1719408.0,2112985.0,2552400.0
"Rockaway Avenue (from April 9, 1936)",,Brooklyn,11,,,,,,,,,451406.0,2599828.0,3939238.0,3199600.0
HOUSTON-ESSEX STREET LINE,,,11,,,,,,,,,4861405.0,13149141.0,14251877.0,15828888.0
"Broadway-Lafayette Street (from January 1, 1936)",,Manhattan,11,,,,,,,,,567335.0,1636054.0,1975180.0,2242894.0
"Second Avenue (from January 1, 1936)",,Manhattan,11,,,,,,,,,1153460.0,4073263.0,4674384.0,4198506.0
"Delancey Street (from January 1, 1936)",,Manhattan,11,,,,,,,,,2008763.0,4022497.0,3513912.0,5687954.0
"East Broadway (from January 1, 1936)",,Manhattan,11,,,,,,,,,1030838.0,2729469.0,3182601.0,3475048.0
"York Street (from April 9, 1936)",,Brooklyn,11,,,,,,,,,101149.0,685677.0,866700.0,1013926.0
