label,segment,_page,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,borough
Junius St.,Eastern Pkwy.,36,2336259.0,2333466.0,2369898.0,2410077.0,2360888.0,2464152.0,2674836.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Rockaway Ave.,Eastern Pkwy.,36,2155037.0,2118779.0,2086603.0,2032523.0,1870477.0,1876235.0,1979421.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Saratoga Ave.,Eastern Pkwy.,36,4284887.0,4167265.0,4215285.0,4258148.0,4149387.0,4210988.0,4403309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Sutter Ave.,Eastern Pkwy.,36,3906564.0,3811050.0,3816434.0,3769785.0,3630472.0,3632264.0,3737400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Utica Ave.,Eastern Pkwy.,36,11071003.0,11190395.0,11693367.0,11991955.0,11881675.0,11967186.0,13085827.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Kingston Ave.,Eastern Pkwy.,36,2574207.0,2474545.0,2523683.0,2534534.0,2527553.0,2602755.0,2756817.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Nostrand Ave.,Eastern Pkwy.,36,1915155.0,1871933.0,1910218.0,1944943.0,1962587.0,2101039.0,2220932.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Franklin Ave.,Eastern Pkwy.,36,4399267.0,4471562.0,4478246.0,4568961.0,4658684.0,4916830.0,5368177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Eastern Pkwy.,Eastern Pkwy.,36,2010146.0,1999283.0,1995838.0,2038855.0,2076600.0,2209280.0,2344135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Grand Army Plaza,Eastern Pkwy.,36,2634642.0,2688167.0,2743461.0,2757613.0,2757870.0,2864756.0,3173876.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Bergen St.,Eastern Pkwy.,36,1601773.0,1579009.0,1548653.0,1505151.0,1524565.0,1570092.0,1713466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Segment Total,Eastern Pkwy.,36,46163936.0,45776051.0,46409800.0,46796288.0,46183970.0,47118069.0,50528267.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
East NY/E. Pkwy (IND Opened 12/46),Brooklyn Transfer,36,715018.0,728754.0,757353.0,741874.0,679370.0,690309.0,724942.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Myrtle/Wyckoff Aves.,Brooklyn Transfer,36,5457403.0,5294498.0,5499496.0,5441761.0,5585021.0,5914376.0,6505406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Metropolitan Ave./Lorimer St.,Brooklyn Transfer,36,4356164.0,4614683.0,5023713.0,5240702.0,5139244.0,5560286.0,6339287.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Stillwell Ave. (including Norton's Point),Brooklyn Transfer,36,10536068.0,11566310.0,11131278.0,12539877.0,12242856.0,11611749.0,13014560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
W. 8 St.,Brooklyn Transfer,36,780481.0,917904.0,861590.0,987302.0,915989.0,799486.0,862204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
New Utrecht Ave./62 St.,Brooklyn Transfer,36,1689000.0,1689584.0,1773330.0,1765443.0,1784022.0,1893846.0,2100254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
9 St./4 Ave.,Brooklyn Transfer,36,4822899.0,5498372.0,5862237.0,6167682.0,6009095.0,6115341.0,5983821.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Segment Total,Brooklyn Transfer,36,28357033.0,30310103.0,30908986.0,33084641.0,32355597.0,32585393.0,35530476.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Fulton St.,Brooklyn CBD,36,1320964.0,1460942.0,1620713.0,1661967.0,1649194.0,1772888.0,1934286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Fulton St./5 Av. El (Closed 5/31/40),Brooklyn CBD,36,384760.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Lafayette Ave.,Brooklyn CBD,36,1391168.0,1679708.0,1706406.0,1779998.0,1760622.0,1851170.0,2005432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Lafayette Ave./Flin El (Closed 5/31/40),Brooklyn CBD,36,188054.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Atlantic Ave./5 Av. El (Closed 5/31/40),Brooklyn CBD,36,288210.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Atlantic Ave./Pacific St.,Brooklyn CBD,36,18422457.0,18887081.0,21469289.0,23785134.0,24206792.0,25226205.0,24888948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
DeKalb Ave.,Brooklyn CBD,36,9295070.0,9709883.0,10660816.0,10654404.0,10327542.0,10023422.0,10741505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Flatbush Ave./Flin El (Closed 5/31/40),Brooklyn CBD,36,687613.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Elm Place/Fulton El (Closed 5/31/40),Brooklyn CBD,36,296227.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Boerum Pl./Fulton El (Closed 5/31/40),Brooklyn CBD,36,233539.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Myrtle/Flatbush Aves. (Closed 7/15/56),Brooklyn CBD,36,2031323.0,2318009.0,2694487.0,2849363.0,2629373.0,2563101.0,2162980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Nevins St.,Brooklyn CBD,36,5363708.0,5276971.0,5634560.0,5564243.0,5405294.0,5383194.0,5798054.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Hoyt St.-Fulton Mall,Brooklyn CBD,36,3758091.0,3709879.0,3829879.0,3814690.0,3761725.0,4173113.0,4173113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Hoyt/Schermerhorn Sts.,Brooklyn CBD,36,3254926.0,3977346.0,4274612.0,4567854.0,4435498.0,4758618.0,5473373.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Court/Schermerhorn (Closed 6/1/46),Brooklyn CBD,36,139916.0,157075.0,145569.0,134935.0,122645.0,135226.0,70974.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Court St./Fulton El (Closed 5/31/40),Brooklyn CBD,36,218373.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Lawrence St.,Brooklyn CBD,36,3362770.0,3626862.0,3857303.0,3878631.0,3957040.0,4089123.0,4232696.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Jay St.,Brooklyn CBD,36,5597943.0,6181346.0,6630932.0,6667622.0,6766536.0,7247704.0,7998076.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Bridge/Jay Sts. (Closed 10/3/69),Brooklyn CBD,36,1451781.0,1701913.0,1802568.0,1863810.0,3169921.0,3003262.0,2148387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Court St./Borough Hall,Brooklyn CBD,36,13740066.0,13693373.0,14442403.0,14686458.0,14881084.0,14856839.0,15694983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Navy St./Myrtle El (Closed 10/3/69),Brooklyn CBD,36,587969.0,518559.0,516202.0,696112.0,1003675.0,1047925.0,956929.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
York St.,Brooklyn CBD,36,1460963.0,2081771.0,2772351.0,3115185.0,3042183.0,2738685.0,1908194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Adams St./Bklyn Bridge (Closed 3/5/44),Brooklyn CBD,36,1478259.0,1469949.0,1484132.0,1646738.0,272257.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Sands St./Bklyn Bridge (Closed 3/5/44),Brooklyn CBD,36,1028458.0,807764.0,918782.0,975436.0,168109.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
High St.,Brooklyn CBD,36,1993445.0,2500324.0,3371532.0,4525455.0,4845441.0,4568506.0,3369775.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Fulton Ferry/Fulton El (Closed 5/31/40),Brooklyn CBD,36,3955.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Clark St.,Brooklyn CBD,36,3225375.0,3214168.0,3391503.0,3580833.0,3611290.0,3638623.0,3676224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Segment Total,Brooklyn CBD,36,81205384.0,82972923.0,91198081.0,96351709.0,96016221.0,97840422.0,99233931.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
,Brooklyn & S. Queens Sector Total,36,475894266.0,482874748.0,510603352.0,525742369.0,519043307.0,521982085.0,544638033.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Marks Ave.,5 Av Elevated Closed 5/31/40,36,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Union St.,5 Av Elevated Closed 5/31/40,36,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
3 St.,5 Av Elevated Closed 5/31/40,36,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
9 St.,5 Av Elevated Closed 5/31/40,36,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
16 St.,5 Av Elevated Closed 5/31/40,36,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
20 St.,5 Av Elevated Closed 5/31/40,36,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
25 St.,5 Av Elevated Closed 5/31/40,36,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
36 St.,5 Av Elevated Closed 5/31/40,36,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
"Cond. Coll. (incl. 40, 46, 52, 58, 65 Sts.)",5 Av Elevated Closed 5/31/40,36,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Segment Total,5 Av Elevated Closed 5/31/40,36,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Flatbush Ave.,Nostrand Ave.,36,,,,,,,,7454510.0,7363221.0,6883173.0,6805173.0,6468388.0,6115297.0,5751208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Newkirk Ave.,Nostrand Ave.,36,,,,,,,,2266264.0,2255504.0,2130512.0,2427819.0,2602918.0,2496549.0,2383798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Beverly Rd.,Nostrand Ave.,36,,,,,,,,1708189.0,1645714.0,1459649.0,1394405.0,1313611.0,1260914.0,1222281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Church Ave.,Nostrand Ave.,36,,,,,,,,3233097.0,3126097.0,2815996.0,2673559.0,2559860.0,2428274.0,2294748.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Winthrop St.,Nostrand Ave.,36,,,,,,,,1886294.0,1811947.0,1613731.0,1539924.0,1452752.0,1423403.0,1387546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Sterling St.,Nostrand Ave.,36,,,,,,,,2014901.0,1901298.0,1894064.0,1611599.0,1521408.0,1452453.0,1426590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
President St.,Nostrand Ave.,36,,,,,,,,961358.0,998106.0,877878.0,840264.0,779952.0,749775.0,691987.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Segment Total,Nostrand Ave.,36,,,,,,,,19624474.0,19101887.0,17475003.0,17292743.0,16698889.0,15926665.0,15158158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
New Lots Ave.,Eastern Pkwy.,36,,,,,,,,2526248.0,2344293.0,1985122.0,1900476.0,1917173.0,1493826.0,1262920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Van Siclen Ave.,Eastern Pkwy.,36,,,,,,,,1607256.0,1457233.0,1173284.0,1065298.0,982326.0,879062.0,801717.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Pennsylvania Ave.,Eastern Pkwy.,36,,,,,,,,2810624.0,2550696.0,2206231.0,2029718.0,1814546.0,1728561.0,1577553.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Junius St.,Eastern Pkwy.,36,,,,,,,,2630221.0,2340100.0,2188586.0,1641695.0,1486280.0,1288349.0,1131799.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Rockaway Ave.,Eastern Pkwy.,36,,,,,,,,2032788.0,2132221.0,1862781.0,1754516.0,1640817.0,1534645.0,1433735.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Saratoga Ave.,Eastern Pkwy.,36,,,,,,,,4150179.0,3728881.0,3097663.0,2856926.0,2717514.0,2619121.0,2548807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Sutter Ave.,Eastern Pkwy.,36,,,,,,,,3531191.0,3220068.0,2688519.0,2472260.0,2349672.0,2292663.0,2292663.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Utica Ave.,Eastern Pkwy.,36,,,,,,,,12663014.0,12032533.0,11160800.0,10695454.0,10092310.0,9423815.0,8399774.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Kingston Ave.,Eastern Pkwy.,36,,,,,,,,2585498.0,2438454.0,2068175.0,1930095.0,1846015.0,1783104.0,1720038.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Nostrand Ave.,Eastern Pkwy.,36,,,,,,,,2145913.0,1958597.0,1652817.0,1537046.0,1434480.0,1349131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Franklin Ave.,Eastern Pkwy.,36,,,,,,,,5308564.0,4849281.0,4218056.0,4083604.0,3860884.0,3562854.0,3364039.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Eastern Pkwy.,Eastern Pkwy.,36,,,,,,,,2331153.0,2210429.0,1983118.0,1889533.0,1746493.0,1675475.0,1532963.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Grand Army Plaza,Eastern Pkwy.,36,,,,,,,,3182158.0,3001077.0,2669778.0,2554989.0,2313460.0,2244073.0,2179789.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Bergen St.,Eastern Pkwy.,36,,,,,,,,1799982.0,1734776.0,1486191.0,1422659.0,1333404.0,1348128.0,1337078.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Segment Total,Eastern Pkwy.,36,,,,,,,,49305789.0,45998629.0,40071141.0,37813949.0,35535464.0,33273185.0,30932026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
East NY/E. Pkwy (IND Opened 12/46),Brooklyn Transfer,36,,,,,,,,2345631.0,3025792.0,2695202.0,2767024.0,2836660.0,2560686.0,2140759.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Myrtle/Wyckoff Aves.,Brooklyn Transfer,36,,,,,,,,6362500.0,6194207.0,5600731.0,5393577.0,5149907.0,4848160.0,4383709.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Metropolitan Ave./Lorimer St.,Brooklyn Transfer,36,,,,,,,,6469322.0,6394699.0,5493012.0,5248383.0,4959073.0,4842282.0,2712940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Stillwell Ave. (including Norton's Point),Brooklyn Transfer,36,,,,,,,,12309341.0,10527597.0,9403430.0,8508826.0,8026073.0,7477557.0,7105764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
W. 8 St.,Brooklyn Transfer,36,,,,,,,,843784.0,622721.0,606664.0,496642.0,472635.0,449956.0,427183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
New Utrecht Ave./62 St.,Brooklyn Transfer,36,,,,,,,,2107642.0,1989748.0,1719224.0,1619224.0,1619224.0,1443659.0,1343659.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
9 St./4 Ave.,Brooklyn Transfer,36,,,,,,,,5837134.0,5356550.0,4080682.0,3748526.0,3663269.0,3640762.0,3386831.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Segment Total,Brooklyn Transfer,36,,,,,,,,36275359.0,33119321.0,27590489.0,25782202.0,24557612.0,23206970.0,21500845.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Fulton St.,Brooklyn CBD,36,,,,,,,,2017454.0,1898523.0,1630262.0,1590653.0,1586278.0,1528657.0,1458433.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Fulton St./5 Av. El (Closed 5/31/40),Brooklyn CBD,36,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Lafayette Ave.,Brooklyn CBD,36,,,,,,,,2064993.0,1960220.0,1755794.0,1607784.0,1580990.0,1600054.0,1629857.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Lafayette Ave./Flin El (Closed 5/31/40),Brooklyn CBD,36,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Atlantic Ave./5 Av. El (Closed 5/31/40),Brooklyn CBD,36,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Atlantic Ave./Pacific St.,Brooklyn CBD,36,,,,,,,,24558761.0,22263125.0,17173743.0,15860251.0,15083981.0,14440300.0,13310860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
DeKalb Ave.,Brooklyn CBD,36,,,,,,,,10067787.0,9419787.0,8847448.0,8391725.0,7805862.0,7084622.0,6274822.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Flatbush Ave./Flin El (Closed 5/31/40),Brooklyn CBD,36,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Duffield St./Fulton El (Closed 5/31/40),Brooklyn CBD,36,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Elm Place/Fulton El (Closed 5/31/40),Brooklyn CBD,36,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Boerum Pl./Fulton El (Closed 5/31/40),Brooklyn CBD,36,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Myrtle/Flatbush Aves. (Closed 7/15/56),Brooklyn CBD,36,,,,,,,,1993301.0,1844302.0,1649307.0,1592903.0,1573844.0,1552674.0,1457833.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Nevins St.,Brooklyn CBD,36,,,,,,,,5551752.0,4972185.0,4183281.0,3872502.0,3564550.0,3389994.0,3226513.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Hoyt St.-Fulton Mall,Brooklyn CBD,36,,,,,,,,4186202.0,4052559.0,3599032.0,3522265.0,3302967.0,3115533.0,2884107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Hoyt/Schermerhorn Sts.,Brooklyn CBD,36,,,,,,,,5594596.0,5389578.0,4893560.0,4832678.0,4693458.0,4318989.0,4018873.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Court/Schermerhorn (Closed 6/1/46),Brooklyn CBD,36,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Court St./Fulton El (Closed 5/31/40),Brooklyn CBD,36,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Lawrence St.,Brooklyn CBD,36,,,,,,,,4365288.0,4200497.0,3543231.0,3316497.0,3195889.0,3088337.0,2884750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Jay St.,Brooklyn CBD,36,,,,,,,,8165195.0,7916389.0,6946529.0,6543456.0,6383700.0,6362516.0,6308964.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Bridge/Jay Sts. (Closed 10/3/69),Brooklyn CBD,36,,,,,,,,4599145.0,4263301.0,3016344.0,2219177.0,1527070.0,1481949.0,1305701.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Court St./Borough Hall,Brooklyn CBD,36,,,,,,,,15776040.0,15318018.0,14294124.0,13727966.0,13221497.0,12260729.0,10937163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Navy St./Myrtle El (Closed 10/3/69),Brooklyn CBD,36,,,,,,,,883096.0,807096.0,634009.0,538090.0,379682.0,403966.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
York St.,Brooklyn CBD,36,,,,,,,,1779433.0,1640704.0,1337361.0,1344626.0,1513584.0,1564572.0,1426130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
Adams St./Bklyn Bridge (Closed 3/5/44),Brooklyn CBD,36,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn
