label,segment,_page,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,borough
Ditmars Blvd-Astoria,Astoria,20,,,,,,,,4345619.0,4410798.0,4138560.0,4057928.0,3992082.0,4002942.0,4094844.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Astoria Blvd.,Astoria,20,,,,,,,,2161946.0,2005084.0,1793907.0,1801686.0,1826193.0,1847726.0,1903787.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
30 Ave.,Astoria,20,,,,,,,,2977649.0,2834608.0,2574360.0,2633531.0,2668946.0,2705940.0,2702918.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Broadway,Astoria,20,,,,,,,,3001693.0,2806125.0,2466223.0,2504507.0,2710553.0,2735536.0,2778411.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
36 Ave.,Astoria,20,,,,,,,,1733396.0,1615153.0,1429553.0,1503141.0,1659600.0,1677283.0,1739994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Segment Total,Astoria,20,,,,,,,,14220303.0,13671768.0,12402603.0,12500793.0,12857374.0,12969427.0,13219954.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
179 St. (Opened 12/11/50),Queens Blvd.,20,,,,,,,,0.0,0.0,0.0,381884.0,7948770.0,10133024.0,10441776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
169 St.,Queens Blvd.,20,,,,,,,,12803390.0,13638863.0,14289119.0,14370675.0,8201023.0,7364453.0,7223011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Parsons Blvd.,Queens Blvd.,20,,,,,,,,8640132.0,8798079.0,8412284.0,8366382.0,7785106.0,6921063.0,5593907.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Sutphin Blvd.,Queens Blvd.,20,,,,,,,,4064916.0,4056515.0,3820461.0,3527712.0,3647276.0,3713465.0,3519372.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Van Wyck Blvd.,Queens Blvd.,20,,,,,,,,788693.0,742892.0,758546.0,778491.0,810656.0,863006.0,1162254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Union Turnpike,Queens Blvd.,20,,,,,,,,7918265.0,8570637.0,9273418.0,9669727.0,9829653.0,9150360.0,8302505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
World's Fair (Open 5/11-10/27/40),Queens Blvd.,20,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
75 Ave.,Queens Blvd.,20,,,,,,,,1214461.0,1212035.0,1154810.0,1147181.0,1238566.0,1285906.0,1203530.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
71-Continental Aves.,Queens Blvd.,20,,,,,,,,5330225.0,5372481.0,5321371.0,5490452.0,5750126.0,6597986.0,6563785.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
67 Ave.,Queens Blvd.,20,,,,,,,,1086763.0,1171423.0,1254670.0,1414231.0,1637860.0,2087461.0,2204762.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
63 Dr.,Queens Blvd.,20,,,,,,,,2323209.0,2376181.0,2563981.0,2618505.0,2738079.0,3029941.0,2989117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Woodhaven Blvd.,Queens Blvd.,20,,,,,,,,3840349.0,4073176.0,3954989.0,3839629.0,3848224.0,3569112.0,3168969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Grand Ave.,Queens Blvd.,20,,,,,,,,2696355.0,2669549.0,2531856.0,2523844.0,2428740.0,2334526.0,2198938.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Elmhurst Ave.,Queens Blvd.,20,,,,,,,,2261932.0,2158689.0,1927730.0,1830604.0,1877344.0,1886334.0,1733013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
65 St.,Queens Blvd.,20,,,,,,,,950683.0,884197.0,784404.0,712480.0,650481.0,621701.0,592167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Northern Blvd.,Queens Blvd.,20,,,,,,,,2600468.0,2551132.0,2410704.0,2568925.0,2353408.0,2288289.0,1966927.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
46 St.,Queens Blvd.,20,,,,,,,,2581835.0,2527098.0,2500830.0,2515096.0,2419603.0,2401722.0,2313456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Steinway St.,Queens Blvd.,20,,,,,,,,4541790.0,4438224.0,4158919.0,3894077.0,3638715.0,3411685.0,3108327.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Segment Total,Queens Blvd.,20,,,,,,,,63643466.0,65241171.0,65118092.0,65749895.0,66803630.0,67660034.0,64285816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Jamaica Center,Archer Ave. Opened 12/11/88,20,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Sutphin Blvd.,Archer Ave. Opened 12/11/88,20,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Jamaica/Van Wyck,Archer Ave. Opened 12/11/88,20,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Segment Total,Archer Ave. Opened 12/11/88,20,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Main St.,Flushing,20,,,,,,,,10554825.0,10655941.0,10498097.0,11067528.0,11624675.0,11891215.0,11591993.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Willets Pt/Shea Stadium,Flushing,20,,,,,,,,139403.0,577498.0,886153.0,997544.0,947788.0,1160429.0,1384318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
111 St.,Flushing,20,,,,,,,,1267149.0,1194192.0,1057652.0,995416.0,985563.0,1000779.0,1025496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
103 St.,Flushing,20,,,,,,,,3101151.0,2934343.0,2570860.0,2399144.0,2265253.0,2175461.0,2120735.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Junction Blvd.,Flushing,20,,,,,,,,3847762.0,3745818.0,3440498.0,3382854.0,3319858.0,3292177.0,3236435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
90 St./Elmhurst Ave.,Flushing,20,,,,,,,,2198846.0,2141994.0,1964638.0,2007589.0,2312718.0,2367717.0,2403775.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
82 St./Jackson Hts.,Flushing,20,,,,,,,,2996265.0,2825674.0,2648327.0,2680613.0,2663682.0,2656665.0,2698312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
69 St.,Flushing,20,,,,,,,,852600.0,759308.0,758798.0,829400.0,875308.0,866091.0,846723.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
61 St.,Flushing,20,,,,,,,,4014481.0,3795325.0,3391409.0,3212639.0,3185533.0,3087396.0,3062750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
52 St.,Flushing,20,,,,,,,,1345122.0,1246425.0,1139414.0,1129290.0,1177374.0,1219213.0,1186164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
46 St.,Flushing,20,,,,,,,,3848035.0,3598341.0,3233613.0,3143813.0,3168865.0,2925228.0,2864788.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
40 St.,Flushing,20,,,,,,,,2757556.0,2527543.0,2321653.0,2258270.0,2259270.0,2114158.0,2091595.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Segment Total,Flushing,20,,,,,,,,36823199.0,36001881.0,33776622.0,33866010.0,34198530.0,34493388.0,34307085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
74 St/Roosevelt Ave.,Queens Transfer,20,,,,,,,,13829565.0,12149079.0,9405357.0,8988864.0,8940670.0,8750982.0,7951812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Segment Total,Queens Transfer,20,,,,,,,,13829565.0,12149079.0,9405357.0,8988864.0,8940670.0,8750982.0,7951812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
39 Ave.,Long Is. City CBD,20,,,,,,,,658027.0,617893.0,535176.0,584649.0,627833.0,674269.0,695346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
36 St.,Long Is. City CBD,20,,,,,,,,1418835.0,1437081.0,1287850.0,1244323.0,1137526.0,1068436.0,1094064.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
33 St.,Long Is. City CBD,20,,,,,,,,1680430.0,1667318.0,1461081.0,1477270.0,1462629.0,1529846.0,1518775.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Queensboro Plaza,Long Is. City CBD,20,,,,,,,,7072920.0,6917572.0,6993158.0,6749006.0,6740139.0,6420089.0,5658567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Queens Plaza,Long Is. City CBD,20,,,,,,,,3381650.0,3269000.0,2893799.0,2881552.0,2837141.0,2775652.0,2677457.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
45 Rd./Court House Sq.,Long Is. City CBD,20,,,,,,,,1902168.0,1772041.0,1502210.0,1503044.0,1489210.0,1449904.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
21 St. (Van Alst),Long Is. City CBD,20,,,,,,,,1274197.0,1179134.0,993296.0,925553.0,879575.0,855750.0,830401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Hunters Pt. Ave.,Long Is. City CBD,20,,,,,,,,1807158.0,1979714.0,2103596.0,2166475.0,2298906.0,2465675.0,2461192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Vernon/Jackson Aves.,Long Is. City CBD,20,,,,,,,,2842218.0,2629545.0,2410556.0,2444571.0,2377663.0,2438938.0,2384755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Roosevelt Island (Opened 10/29/89),Long Is. City CBD,20,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
21 St./Queensbridge (Opened 10/29/89),Long Is. City CBD,20,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Segment Total,Long Is. City CBD,20,,,,,,,,27333089.0,26510982.0,25149816.0,24736642.0,24604837.0,24225763.0,22902251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Northern Queens Sector Total,,20,,,,,,,,155849622.0,153574881.0,145852490.0,145842204.0,147405041.0,148099594.0,142666918.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ditmars Blvd-Astoria,Astoria,21,,,,,,,,,,,,,,,3834351.0,3759082.0,3755202.0,3773252.0,3742551.0,3702071.0,3728440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Astoria Blvd.,Astoria,21,,,,,,,,,,,,,,,1808491.0,1809057.0,1790484.0,1767162.0,1759599.0,1768907.0,1790468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
30 Ave.,Astoria,21,,,,,,,,,,,,,,,2519163.0,2480871.0,2447795.0,2448264.0,2404152.0,2389511.0,2384967.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Broadway,Astoria,21,,,,,,,,,,,,,,,2625321.0,2555687.0,2532189.0,2528652.0,2530617.0,2526106.0,2552655.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
36 Ave.,Astoria,21,,,,,,,,,,,,,,,1599845.0,1564236.0,1537817.0,1514203.0,1539224.0,1556652.0,1546448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Segment Total,Astoria,21,,,,,,,,,,,,,,,12387171.0,12168923.0,12063487.0,12031533.0,11976143.0,11943247.0,12002977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
179 St. (Opened 12/11/50),Queens Blvd.,21,,,,,,,,,,,,,,,10648382.0,10964709.0,11330618.0,11549617.0,11829672.0,11794324.0,12204303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
169 St.,Queens Blvd.,21,,,,,,,,,,,,,,,6840148.0,6719228.0,6712505.0,6495602.0,6439950.0,6468692.0,6753987.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Parsons Blvd.,Queens Blvd.,21,,,,,,,,,,,,,,,5314760.0,5170920.0,5140689.0,4758731.0,4651077.0,4541711.0,4338185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Sutphin Blvd.,Queens Blvd.,21,,,,,,,,,,,,,,,3295754.0,3328405.0,3347498.0,3390043.0,3307531.0,3299450.0,3328381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Van Wyck Blvd.,Queens Blvd.,21,,,,,,,,,,,,,,,1141415.0,1294228.0,1540230.0,1638983.0,1707919.0,1787542.0,1942742.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Union Turnpike,Queens Blvd.,21,,,,,,,,,,,,,,,7650628.0,7392418.0,7259061.0,6961191.0,6916225.0,6882816.0,7038111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
World's Fair (Open 5/11-10/27/40),Queens Blvd.,21,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
75 Ave.,Queens Blvd.,21,,,,,,,,,,,,,,,1168873.0,1146191.0,1156910.0,1108962.0,1085343.0,1064896.0,1060596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
71-Continental Aves.,Queens Blvd.,21,,,,,,,,,,,,,,,6599847.0,6687816.0,6771672.0,6754074.0,6774261.0,6805497.0,7084654.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
67 Ave.,Queens Blvd.,21,,,,,,,,,,,,,,,2273224.0,2311519.0,2419899.0,2374098.0,2422698.0,2422459.0,2647669.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
63 Dr.,Queens Blvd.,21,,,,,,,,,,,,,,,2935823.0,3040468.0,3358628.0,3312611.0,3332861.0,3685884.0,4071819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Woodhaven Blvd.,Queens Blvd.,21,,,,,,,,,,,,,,,2776786.0,2419377.0,2486029.0,2462803.0,2442354.0,2546296.0,2859976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Grand Ave.,Queens Blvd.,21,,,,,,,,,,,,,,,1940506.0,1913518.0,1977557.0,1926497.0,1894079.0,1909710.0,1992512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Elmhurst Ave.,Queens Blvd.,21,,,,,,,,,,,,,,,1635926.0,1667743.0,1902150.0,1971359.0,1991372.0,2025197.0,2082972.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
65 St.,Queens Blvd.,21,,,,,,,,,,,,,,,558936.0,532029.0,585456.0,603001.0,586769.0,653577.0,674924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Northern Blvd.,Queens Blvd.,21,,,,,,,,,,,,,,,1816616.0,1795909.0,1902645.0,1872919.0,1834536.0,1905964.0,1960958.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
46 St.,Queens Blvd.,21,,,,,,,,,,,,,,,2106564.0,2078126.0,2219430.0,2227252.0,2222004.0,2228382.0,2282290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Steinway St.,Queens Blvd.,21,,,,,,,,,,,,,,,2808009.0,2648932.0,2819235.0,2792598.0,2762762.0,2817700.0,2893465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Segment Total,Queens Blvd.,21,,,,,,,,,,,,,,,61512197.0,61111906.0,62930203.0,62102151.0,62201611.0,62901897.0,65417613.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Jamaica Center,Archer Ave. Opened 12/11/88,21,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Sutphin Blvd.,Archer Ave. Opened 12/11/88,21,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Jamaica/Van Wyck,Archer Ave. Opened 12/11/88,21,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Segment Total,Archer Ave. Opened 12/11/88,21,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Main St.,Flushing,21,,,,,,,,,,,,,,,11028895.0,11125730.0,11198528.0,11347352.0,11865070.0,11966941.0,12761979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Willets Pt/Shea Stadium,Flushing,21,,,,,,,,,,,,,,,1544371.0,1614995.0,1677644.0,1657519.0,1084555.0,1048415.0,1193598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
111 St.,Flushing,21,,,,,,,,,,,,,,,1076379.0,1076715.0,1115998.0,1133116.0,1188521.0,1217504.0,1252707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
103 St.,Flushing,21,,,,,,,,,,,,,,,1946385.0,1877082.0,1874925.0,1872344.0,2717530.0,2817283.0,2915281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Junction Blvd.,Flushing,21,,,,,,,,,,,,,,,2884372.0,2778912.0,2682349.0,2673832.0,2454939.0,2473970.0,2475692.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
90 St./Elmhurst Ave.,Flushing,21,,,,,,,,,,,,,,,2312865.0,2304979.0,2307029.0,2325780.0,2708796.0,2827080.0,2931713.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
82 St./Jackson Hts.,Flushing,21,,,,,,,,,,,,,,,2556290.0,2601680.0,2587231.0,2691549.0,549478.0,617137.0,661391.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
69 St.,Flushing,21,,,,,,,,,,,,,,,618402.0,600615.0,568692.0,564155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
61 St.,Flushing,21,,,,,,,,,,,,,,,2853286.0,2767155.0,2731523.0,2816018.0,2867144.0,2839053.0,2952236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
52 St.,Flushing,21,,,,,,,,,,,,,,,1139108.0,1152880.0,1169534.0,1155671.0,1137360.0,1135837.0,1348907.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
46 St.,Flushing,21,,,,,,,,,,,,,,,1636495.0,1547828.0,1590367.0,2585058.0,2549424.0,2542837.0,2581225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
40 St.,Flushing,21,,,,,,,,,,,,,,,1926870.0,1961451.0,2090060.0,2055100.0,2020454.0,2035673.0,2022282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Segment Total,Flushing,21,,,,,,,,,,,,,,,32523808.0,32420022.0,32593880.0,32882196.0,33036210.0,33393399.0,34788461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
74 St./Roosevelt Ave.,Queens Transfer,21,,,,,,,,,,,,,,,7655582.0,7516704.0,7565949.0,7409381.0,7166062.0,7905813.0,8118593.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Segment Total,Queens Transfer,21,,,,,,,,,,,,,,,7655582.0,7516704.0,7565949.0,7409381.0,7166062.0,7905813.0,8118593.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
39 Ave.,Long Is. City CBD,21,,,,,,,,,,,,,,,621967.0,657395.0,618338.0,616675.0,590044.0,563414.0,511397.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
36 St.,Long Is. City CBD,21,,,,,,,,,,,,,,,996553.0,1074230.0,1266722.0,1183771.0,1214347.0,1312328.0,1279979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
33 St.,Long Is. City CBD,21,,,,,,,,,,,,,,,1465714.0,1566998.0,1651125.0,1611230.0,1611427.0,1589397.0,1630539.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Queensboro Plaza,Long Is. City CBD,21,,,,,,,,,,,,,,,3643806.0,3481387.0,3431122.0,3431544.0,3542345.0,3487942.0,3447020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Queens Plaza,Long Is. City CBD,21,,,,,,,,,,,,,,,5153065.0,4943106.0,4976945.0,4701685.0,4511505.0,4429916.0,4333939.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
23 St.-Ely Ave./Court Sq.,Long Is. City CBD,21,,,,,,,,,,,,,,,2486115.0,2457528.0,2470450.0,2433807.0,2281558.0,2255212.0,2298433.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
45 Rd./Court House Sq.,Long Is. City CBD,21,,,,,,,,,,,,,,,1334829.0,1334408.0,1365938.0,1338880.0,1311600.0,1255212.0,1212896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
21 St. (Van Alst),Long Is. City CBD,21,,,,,,,,,,,,,,,769026.0,766572.0,753132.0,718478.0,677700.0,684204.0,707089.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Hunters Pt. Ave.,Long Is. City CBD,21,,,,,,,,,,,,,,,2376831.0,2439364.0,2602415.0,2816344.0,2917988.0,3015790.0,2959019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Vernon/Jackson Aves.,Long Is. City CBD,21,,,,,,,,,,,,,,,2150341.0,1972598.0,1935195.0,1952547.0,1931053.0,1944062.0,1899483.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Roosevelt Island (Opened 10/29/89),Long Is. City CBD,21,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
21 St./Queensbridge (Opened 10/29/89),Long Is. City CBD,21,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Segment Total,Long Is. City CBD,21,,,,,,,,,,,,,,,20998238.0,20693466.0,21039848.0,20896461.0,20439423.0,20608572.0,20279994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
,Northern Queens Sector Total,21,,,,,,,,,,,,,,,135076996.0,133901021.0,136193367.0,135321722.0,134819448.0,136752928.0,140607638.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ditmars Blvd-Astoria,Astoria,21,,,,,,,,,,,,,,,,,,,,,,3722887.0,3678108.0,3604178.0,3671142.0,3578360.0,3379154.0,3532842.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Astoria Blvd.,Astoria,21,,,,,,,,,,,,,,,,,,,,,,1805101.0,1791549.0,1750849.0,1849334.0,1847088.0,1768905.0,1836892.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
30 Ave.,Astoria,21,,,,,,,,,,,,,,,,,,,,,,2381010.0,2374866.0,2367091.0,2490338.0,2439151.0,2294616.0,2389982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Broadway,Astoria,21,,,,,,,,,,,,,,,,,,,,,,2557579.0,2381674.0,2548755.0,2607674.0,2549572.0,2408489.0,2499003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
36 Ave.,Astoria,21,,,,,,,,,,,,,,,,,,,,,,1512056.0,1504175.0,1528141.0,1574162.0,1545422.0,1469203.0,1507341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Segment Total,Astoria,21,,,,,,,,,,,,,,,,,,,,,,11978633.0,11930372.0,11799014.0,12192650.0,11959593.0,11320367.0,11766060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
179 St. (Opened 12/11/50),Queens Blvd.,21,,,,,,,,,,,,,,,,,,,,,,12123702.0,12286690.0,12082803.0,11859873.0,11393446.0,10269471.0,10628838.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
169 St.,Queens Blvd.,21,,,,,,,,,,,,,,,,,,,,,,6685962.0,6723469.0,6600020.0,6816607.0,6875423.0,6201979.0,6472865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
